teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks,seasons,first_season,last_season
8,17,half_ppr,1,2,3,1,2,0,0,8,1,136,1,2021,2021
8,17,ppr,1,2,2,0,2,1,1,8,1,136,1,2024,2024
8,17,ppr,1,2,2,1,1,0,0,8,1,136,1,2024,2024
8,17,ppr,1,2,2,1,2,0,0,8,1,136,1,2025,2025
8,17,ppr,1,2,2,1,2,1,1,6,1,136,1,2025,2025
8,17,ppr,1,2,2,1,3,0,1,7,1,136,1,2025,2025
8,17,ppr,1,2,2,1,4,1,1,5,1,136,1,2024,2024
8,17,ppr,1,2,3,1,0,0,0,10,1,136,1,2022,2022
8,17,ppr,1,2,3,1,3,0,1,6,1,136,1,2020,2020
10,13,half_ppr,1,2,2,0,1,0,0,0,1,130,1,2021,2021
10,13,half_ppr,1,2,2,1,1,0,0,6,1,130,1,2025,2025
10,13,ppr,1,1,1,1,1,0,0,8,1,130,1,2024,2024
10,13,ppr,1,2,2,0,3,0,0,5,1,130,1,2022,2022
10,13,ppr,1,2,2,0,3,1,1,3,1,130,1,2025,2025
10,13,ppr,1,2,2,1,1,0,1,5,1,130,1,2022,2022
10,13,ppr,1,2,2,1,1,1,0,5,1,130,1,2022,2022
10,13,ppr,1,2,2,1,2,0,0,7,1,130,1,2024,2024
10,13,ppr,1,2,3,1,1,0,0,5,1,130,1,2024,2024
10,13,ppr,1,2,3,1,3,0,0,3,1,130,1,2023,2023
8,16,half_ppr,1,2,2,1,1,1,1,5,1,128,1,2021,2021
8,16,half_ppr,1,2,2,1,2,1,0,7,1,128,1,2021,2021
8,16,half_ppr,1,2,2,1,3,0,1,6,1,128,1,2025,2025
8,16,ppr,1,0,0,0,15,0,0,0,1,128,1,2020,2020
8,16,ppr,1,2,2,0,2,1,1,7,1,128,1,2024,2024
8,16,ppr,1,2,2,1,0,0,0,7,1,128,1,2021,2021
8,16,ppr,1,2,2,1,0,1,1,6,1,128,1,2025,2025
8,16,ppr,1,2,2,1,2,0,1,7,1,128,1,2020,2020
8,16,ppr,1,2,2,1,3,1,1,6,1,128,1,2024,2024
8,16,ppr,1,2,2,2,2,1,1,5,1,128,1,2023,2023
8,16,ppr,1,2,3,1,0,1,0,8,1,128,1,2024,2024
8,16,ppr,1,2,3,1,1,1,2,5,1,128,1,2024,2024
8,16,ppr,1,2,3,1,2,0,0,6,1,128,1,2021,2021
8,16,ppr,1,3,2,1,0,1,0,6,1,128,1,2020,2020
8,16,std,1,2,2,1,2,0,0,8,1,128,1,2021,2021
8,16,std,1,2,2,1,2,1,1,6,1,128,1,2020,2020
8,15,half_ppr,1,2,2,1,2,0,0,7,1,120,1,2025,2025
8,15,half_ppr,1,2,2,1,2,0,1,6,1,120,1,2023,2023
8,15,half_ppr,1,2,2,1,2,1,1,0,1,120,1,2022,2022
8,15,half_ppr,1,2,2,1,3,0,1,5,1,120,1,2024,2024
8,15,half_ppr,1,2,3,1,3,0,0,5,1,120,1,2023,2023
8,15,ppr,1,0,0,0,8,0,0,6,1,120,1,2024,2024
8,15,ppr,1,1,2,1,1,1,1,6,1,120,1,2022,2022
8,15,ppr,1,2,0,0,3,0,1,6,1,120,1,2020,2020
8,15,ppr,1,2,2,0,1,1,1,7,1,120,1,2021,2021
8,15,ppr,1,2,2,1,1,0,0,6,1,120,1,2025,2025
8,15,ppr,1,2,2,1,2,1,1,3,1,120,1,2023,2023
8,15,ppr,1,2,2,1,2,1,1,6,1,120,1,2025,2025
8,15,ppr,1,2,2,1,2,1,1,9,1,120,1,2021,2021
8,15,ppr,1,2,2,1,3,1,1,4,1,120,1,2025,2025
8,15,ppr,1,2,3,0,2,0,0,7,1,120,1,2023,2023
8,15,ppr,1,2,3,1,3,0,0,5,1,120,1,2023,2023
8,15,std,1,2,2,1,1,1,1,0,1,120,1,2021,2021
8,15,std,1,2,2,1,1,1,1,6,1,120,1,2025,2025
10,12,ppr,1,1,2,1,2,0,0,5,1,120,1,2023,2023
10,12,ppr,1,2,2,1,0,0,0,4,1,120,1,2023,2023
10,12,ppr,1,2,2,1,0,0,0,5,1,120,1,2023,2023
10,12,ppr,1,2,2,1,1,1,1,3,1,120,1,2023,2023
10,12,ppr,1,2,3,1,1,0,0,1,1,120,1,2024,2024
10,12,ppr,1,2,3,1,1,0,0,4,1,120,1,2021,2021
10,12,std,1,1,1,1,0,1,1,6,1,120,1,2022,2022
8,14,half_ppr,1,2,2,1,1,1,0,5,1,112,1,2022,2022
8,14,ppr,1,2,2,1,1,0,0,6,1,112,1,2024,2024
8,14,ppr,1,2,2,1,2,1,0,5,1,112,1,2025,2025
8,14,ppr,1,2,2,1,2,1,1,4,1,112,1,2021,2021
8,14,ppr,1,2,3,1,1,0,0,6,1,112,1,2020,2020
8,14,ppr,1,2,3,1,3,0,0,4,1,112,1,2024,2024
8,14,std,1,2,2,1,1,1,1,5,1,112,1,2025,2025
8,13,half_ppr,1,2,2,1,1,0,0,6,1,104,1,2024,2024
8,13,half_ppr,1,2,2,1,3,0,1,5,1,104,1,2024,2024
8,13,ppr,1,2,2,1,0,1,1,5,1,104,1,2020,2020
8,13,ppr,1,2,2,1,1,1,1,4,1,104,1,2025,2025
8,13,ppr,1,2,2,1,2,0,0,0,1,104,1,2023,2023
8,12,ppr,1,1,1,1,0,1,1,6,1,96,1,2022,2022
8,12,ppr,1,1,1,1,3,0,0,5,1,96,1,2024,2024
8,12,ppr,1,2,2,1,0,0,1,5,1,96,1,2022,2022
