season,teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks
2023,12,21,ppr,1,2,2,1,2,0,0,13,3,756
2023,12,21,ppr,1,2,3,1,3,0,0,11,3,756
2024,14,18,ppr,1,2,2,1,3,0,0,9,3,756
2025,12,21,half_ppr,1,2,3,1,1,0,0,11,3,756
2020,12,20,ppr,1,2,2,1,2,1,1,10,3,720
2021,12,20,half_ppr,1,2,3,1,1,0,0,12,3,720
2023,10,24,ppr,1,2,2,1,5,0,0,12,3,720
2023,12,20,half_ppr,1,2,3,1,1,0,0,12,3,720
2024,10,24,ppr,1,2,2,1,4,0,0,14,3,720
2024,10,23,ppr,1,2,2,1,3,0,0,14,3,690
2021,12,19,half_ppr,1,2,2,1,3,0,0,10,3,684
2021,12,19,ppr,1,2,3,1,3,0,0,9,3,684
2024,12,19,ppr,1,2,3,1,2,1,1,8,3,684
2024,12,19,ppr,1,2,3,1,3,0,0,9,3,684
2025,12,19,ppr,1,2,3,2,4,0,0,7,3,684
2022,14,16,ppr,1,2,3,1,2,1,1,5,3,672
2024,14,16,ppr,1,2,2,1,2,1,1,6,3,672
2025,14,16,ppr,1,2,2,1,2,1,1,6,3,672
2021,10,22,ppr,1,2,2,1,4,0,0,12,3,660
2023,10,22,ppr,1,2,2,1,3,0,0,13,3,660
2023,10,22,ppr,1,2,3,1,3,0,0,12,3,660
2024,10,22,ppr,1,2,2,1,3,0,0,13,3,660
2020,12,18,ppr,1,2,2,1,2,1,1,8,3,648
2021,12,18,ppr,1,2,2,1,3,1,1,7,3,648
2021,12,18,ppr,1,2,3,1,1,1,1,8,3,648
2021,12,18,ppr,1,2,3,1,3,0,0,0,3,648
2022,12,18,ppr,1,2,2,1,1,0,0,11,3,648
2023,12,18,ppr,1,2,2,1,3,1,1,7,3,648
2023,12,18,ppr,1,2,3,1,2,1,1,7,3,648
2024,12,18,ppr,1,2,2,1,1,0,0,10,3,648
2025,12,18,ppr,1,2,2,1,4,0,0,8,3,648
2025,12,18,ppr,1,2,3,1,1,1,1,8,3,648
2025,12,18,ppr,1,2,3,1,2,1,1,7,3,648
2020,14,15,half_ppr,1,2,2,1,1,1,1,6,3,630
2021,10,21,ppr,1,2,3,1,3,0,0,11,3,630
2022,14,15,ppr,1,2,2,1,1,1,1,6,3,630
2023,14,15,ppr,1,2,2,1,1,1,1,6,3,630
2024,14,15,ppr,1,0,0,0,8,0,0,6,3,630
2024,14,15,ppr,1,2,2,1,1,1,1,6,3,630
2025,14,15,half_ppr,1,2,2,1,2,1,1,5,3,630
2025,14,15,ppr,1,2,2,1,2,0,0,7,3,630
2025,14,15,ppr,1,2,3,1,2,0,0,6,3,630
2020,12,17,half_ppr,1,2,3,1,2,1,1,6,3,612
2020,12,17,ppr,1,2,3,1,2,1,1,6,3,612
2021,12,17,half_ppr,1,2,2,1,1,1,1,8,3,612
2021,12,17,half_ppr,1,2,3,1,1,1,1,7,3,612
2021,12,17,ppr,1,2,3,1,2,1,1,6,3,612
2022,12,17,half_ppr,1,2,2,1,2,1,1,7,3,612
2023,12,17,half_ppr,1,2,2,1,2,1,1,7,3,612
2023,12,17,ppr,1,2,2,1,3,0,1,7,3,612
2023,12,17,ppr,1,2,3,1,2,0,1,7,3,612
2024,12,17,half_ppr,1,2,3,1,1,1,1,7,3,612
2025,12,17,ppr,1,2,2,1,2,0,1,8,3,612
2025,12,17,ppr,1,2,3,1,2,0,0,8,3,612
2025,12,17,ppr,1,2,3,1,2,0,1,7,3,612
2022,10,20,ppr,1,2,3,1,1,0,0,12,3,600
2022,10,20,ppr,1,2,3,1,1,1,1,10,3,600
2025,10,20,ppr,1,2,2,1,4,0,0,10,3,600
2023,14,14,ppr,1,2,2,1,2,0,0,6,3,588
2025,14,14,half_ppr,1,2,2,1,2,0,0,6,3,588
2020,12,16,ppr,1,2,2,1,2,0,0,8,3,576
2020,12,16,ppr,1,2,2,1,3,0,1,6,3,576
2020,12,16,ppr,1,2,3,1,1,1,1,6,3,576
2021,12,16,half_ppr,1,2,2,1,2,0,0,8,3,576
2021,12,16,half_ppr,1,2,3,1,1,1,1,6,3,576
2021,12,16,ppr,1,2,3,1,2,1,1,5,3,576
2021,12,16,std,1,2,2,1,1,1,1,7,3,576
2022,12,16,ppr,1,2,2,1,1,0,0,7,3,576
2022,12,16,ppr,1,2,2,1,4,0,0,6,3,576
2022,12,16,ppr,1,2,3,1,2,1,1,5,3,576
2023,12,16,ppr,1,2,2,1,1,0,0,7,3,576
2023,12,16,ppr,1,2,2,1,1,1,1,6,3,576
2024,12,16,half_ppr,1,2,3,1,2,1,1,5,3,576
2024,12,16,ppr,1,2,2,1,3,0,1,6,3,576
2024,12,16,ppr,1,2,2,1,3,1,1,5,3,576
2024,12,16,ppr,1,2,3,1,1,0,1,7,3,576
2025,12,16,half_ppr,1,2,2,1,2,0,1,7,3,576
2025,12,16,half_ppr,1,2,3,1,2,0,0,7,3,576
2025,12,16,ppr,1,2,2,1,3,1,1,5,3,576
2023,10,19,ppr,1,2,2,1,3,0,0,10,3,570
2025,10,19,half_ppr,1,2,2,1,3,0,0,10,3,570
2024,14,13,ppr,1,2,2,1,2,0,0,5,3,546
2025,14,13,ppr,1,2,2,1,1,0,0,6,3,546
2020,12,15,half_ppr,1,2,3,1,1,0,1,6,3,540
2020,12,15,half_ppr,1,2,3,1,2,0,0,6,3,540
2021,10,18,half_ppr,1,2,3,1,1,0,0,10,3,540
2021,10,18,ppr,1,2,2,1,4,0,0,8,3,540
2021,10,18,ppr,1,2,3,1,2,0,1,8,3,540
2021,12,15,half_ppr,1,2,2,1,3,0,0,6,3,540
2021,12,15,std,1,2,2,1,1,1,1,6,3,540
2022,10,18,half_ppr,1,2,2,1,2,1,1,8,3,540
2022,10,18,half_ppr,1,2,3,1,1,1,1,8,3,540
2022,10,18,ppr,1,2,2,1,3,0,0,9,3,540
2022,12,15,half_ppr,1,2,3,1,1,0,1,6,3,540
2022,12,15,ppr,1,2,2,1,4,0,0,5,3,540
2022,12,15,ppr,1,2,3,1,1,0,0,7,3,540
2023,10,18,ppr,1,2,2,1,3,1,1,7,3,540
2023,12,15,half_ppr,1,2,2,1,3,0,0,6,3,540
2023,12,15,half_ppr,1,2,3,1,1,1,1,5,3,540
2023,12,15,ppr,1,2,2,1,2,1,0,6,3,540
2023,12,15,ppr,1,2,2,1,3,0,1,5,3,540
2023,12,15,std,1,2,2,1,2,1,1,5,3,540
2024,10,18,half_ppr,1,2,3,1,2,0,0,9,3,540
2024,10,18,ppr,1,2,2,1,3,1,1,7,3,540
2024,10,18,ppr,1,2,3,1,2,0,0,9,3,540
2024,10,18,ppr,1,2,3,1,3,0,0,8,3,540
2024,12,15,half_ppr,1,2,2,1,2,0,0,7,3,540
2024,12,15,half_ppr,1,2,3,1,1,0,1,6,3,540
2024,12,15,ppr,1,2,2,1,0,1,1,6,3,540
2024,12,15,ppr,1,2,2,1,2,1,0,6,3,540
2024,12,15,ppr,1,2,3,1,2,0,1,5,3,540
2025,10,18,ppr,1,2,3,1,1,1,1,8,3,540
2025,12,15,half_ppr,1,2,2,1,2,0,0,7,3,540
2025,12,15,half_ppr,1,2,3,1,2,0,1,5,3,540
2025,12,15,ppr,1,2,2,1,4,0,0,5,3,540
2022,12,15,std,1,2,2,1,2,1,1,5,3,539
2020,10,17,ppr,1,2,3,1,1,1,1,7,3,510
2021,10,17,half_ppr,1,2,2,1,2,1,1,7,3,510
2021,10,17,ppr,1,2,3,1,2,1,1,6,3,510
2022,10,17,half_ppr,1,2,2,1,2,0,0,9,3,510
2022,10,17,ppr,1,2,3,1,1,0,0,9,3,510
2022,10,17,ppr,1,2,3,1,1,1,1,7,3,510
2022,10,17,ppr,1,2,3,1,2,1,1,6,3,510
2022,10,17,ppr,1,2,3,1,3,0,0,7,3,510
2023,10,17,ppr,1,2,2,1,3,1,1,6,3,510
2023,10,17,ppr,1,2,3,1,2,1,1,6,3,510
2024,10,17,ppr,1,2,2,1,2,0,1,8,3,510
2024,10,17,ppr,1,2,3,1,2,0,0,8,3,510
2025,10,17,ppr,1,2,2,1,2,0,1,8,3,510
2020,12,14,half_ppr,1,2,3,1,1,0,0,6,3,504
2020,12,14,ppr,1,2,2,1,0,1,1,6,3,504
2020,12,14,ppr,1,2,3,1,2,0,0,5,3,504
2021,12,14,half_ppr,1,2,3,1,1,0,0,6,3,504
2021,12,14,ppr,1,2,2,1,0,1,1,6,3,504
2021,12,14,ppr,1,2,2,1,1,0,0,5,3,504
2021,12,14,ppr,1,2,2,1,3,0,0,0,3,504
2022,12,14,half_ppr,1,2,2,1,1,0,1,6,3,504
2022,12,14,half_ppr,1,2,3,1,1,0,1,5,3,504
2022,12,14,half_ppr,1,2,3,1,2,0,0,5,3,504
2022,12,14,ppr,1,2,3,1,0,0,1,6,3,504
2023,12,14,ppr,1,2,2,1,2,1,1,4,3,504
2025,8,21,ppr,1,2,2,1,3,1,1,10,3,504
2025,12,14,ppr,1,2,2,1,1,0,0,7,3,504
2025,12,14,ppr,1,2,2,1,2,1,1,4,3,504
2020,10,16,half_ppr,1,2,3,1,1,1,1,6,3,480
2020,10,16,ppr,1,2,2,1,2,0,0,8,3,480
2020,10,16,ppr,1,2,3,1,1,0,1,7,3,480
2020,10,16,ppr,1,2,3,1,2,0,1,6,3,480
2021,10,16,ppr,1,2,2,1,3,1,1,5,3,480
2021,10,16,ppr,1,2,3,1,3,0,0,6,3,480
2022,10,16,ppr,1,2,2,1,1,0,1,7,3,480
2022,10,16,ppr,1,2,2,1,3,0,1,6,3,480
2022,10,16,ppr,1,2,3,1,1,0,0,8,3,480
2022,10,16,ppr,1,2,3,1,3,0,0,6,3,480
2023,10,16,half_ppr,1,2,3,1,1,1,1,6,3,480
2023,10,16,ppr,1,2,2,1,1,0,0,7,3,480
2024,8,20,ppr,1,2,2,1,2,1,1,10,3,480
2024,10,16,ppr,1,2,3,1,1,0,1,7,3,480
2024,10,16,ppr,1,2,3,1,2,0,1,6,3,480
2024,10,16,ppr,1,2,3,1,2,1,1,5,3,480
2025,10,16,ppr,1,2,2,1,2,1,0,7,3,480
2025,10,16,ppr,1,2,3,1,1,1,1,6,3,480
2025,10,16,ppr,1,2,3,1,3,0,0,6,3,480
2020,12,13,half_ppr,1,2,2,1,1,0,1,5,3,468
2021,12,13,half_ppr,1,2,2,1,1,0,1,5,3,468
2021,12,13,ppr,1,2,2,1,0,1,1,5,3,468
2022,12,13,half_ppr,1,2,2,1,1,0,1,5,3,468
2023,12,13,ppr,1,2,3,1,1,0,0,5,3,468
2025,12,13,half_ppr,1,2,3,1,1,0,0,5,3,468
2025,12,13,ppr,1,1,2,1,2,0,0,6,3,468
2025,12,13,ppr,1,2,3,1,1,0,0,5,3,456
2021,10,15,half_ppr,1,2,2,1,3,0,0,6,3,450
2021,10,15,std,1,2,2,1,2,1,1,5,3,450
2022,10,15,half_ppr,1,2,2,1,2,0,1,6,3,450
2023,10,15,ppr,1,2,3,1,1,1,1,5,3,450
2024,10,15,ppr,1,2,3,1,1,1,1,5,3,450
2024,10,15,ppr,1,2,3,1,2,0,1,5,3,450
2025,10,15,ppr,1,2,3,1,1,1,1,5,3,450
2022,12,12,ppr,1,2,2,1,1,0,0,5,3,432
2024,8,18,ppr,1,2,2,1,2,1,1,8,3,432
2025,8,18,ppr,1,2,2,1,2,1,1,8,3,432
2022,10,14,ppr,1,2,2,1,0,1,1,5,3,420
2022,10,14,ppr,1,2,3,1,2,0,0,5,3,420
2025,10,14,half_ppr,1,2,2,1,1,1,1,5,3,420
2025,10,14,half_ppr,1,2,2,1,2,0,1,5,3,420
2025,10,14,ppr,1,2,2,1,2,0,1,5,3,420
2025,10,14,ppr,1,2,3,1,1,0,0,6,3,420
2020,8,17,ppr,1,2,2,1,2,1,1,7,3,408
2023,8,17,ppr,1,2,2,1,2,1,1,7,3,408
2025,8,17,ppr,1,2,2,1,1,0,0,10,3,408
2020,10,13,ppr,1,2,2,1,0,1,1,5,3,390
2021,10,13,half_ppr,1,2,2,0,1,0,0,6,3,390
2023,8,16,ppr,1,2,2,1,1,1,1,7,3,384
2023,8,16,ppr,1,2,3,1,2,1,1,5,3,384
2021,8,15,ppr,1,2,2,1,1,1,1,0,3,360
2021,8,15,ppr,1,2,2,1,2,0,1,6,3,360
2022,8,15,half_ppr,1,2,2,1,2,1,1,5,3,360
2022,8,15,ppr,1,2,3,1,2,0,0,6,3,360
2023,8,15,ppr,1,2,2,1,0,0,0,6,3,360
2023,8,15,ppr,1,2,2,1,2,1,1,0,3,360
2024,8,15,ppr,1,2,2,1,1,1,1,6,3,360
2021,8,14,ppr,1,2,2,1,1,1,1,0,3,336
2024,14,40,ppr,1,2,3,1,5,0,0,28,2,1120
2025,12,39,ppr,1,2,3,1,6,0,0,26,2,936
2023,12,32,ppr,1,2,3,1,4,0,0,21,2,768
2021,12,28,ppr,1,2,2,1,2,1,1,18,2,672
2023,12,28,ppr,1,2,2,1,5,0,0,17,2,672
2025,12,27,ppr,1,2,2,1,4,0,0,17,2,648
2021,12,26,ppr,1,2,2,1,5,0,0,15,2,624
2022,12,26,ppr,1,2,2,1,5,0,0,15,2,624
2025,12,26,ppr,1,2,2,1,1,0,0,17,2,624
2025,12,26,ppr,1,2,3,1,3,0,0,16,2,624
2025,12,26,ppr,1,2,3,1,4,0,0,15,2,624
2021,12,25,ppr,1,2,3,1,3,0,0,15,2,600
2022,10,30,ppr,1,2,2,1,4,0,0,20,2,600
2022,12,25,ppr,1,2,2,1,2,1,1,15,2,600
2023,12,25,ppr,1,2,2,1,5,0,0,14,2,600
2024,12,25,ppr,1,2,2,1,3,0,0,16,2,600
2024,12,25,ppr,1,2,3,1,1,0,0,17,2,600
2025,12,25,ppr,1,2,3,1,3,0,0,15,2,600
2025,12,25,ppr,1,2,3,1,4,0,0,14,2,600
2024,14,21,ppr,1,2,2,1,3,0,0,12,2,588
2021,12,24,ppr,1,2,3,1,3,0,0,14,2,576
2022,12,24,half_ppr,1,2,2,1,3,0,0,15,2,576
2022,12,24,ppr,1,0,0,0,7,0,0,16,2,576
2023,12,24,ppr,1,2,2,1,2,0,0,15,2,576
2023,12,24,ppr,1,2,2,1,3,0,0,15,2,576
2023,12,24,ppr,1,2,2,1,5,0,0,12,2,576
2024,12,24,ppr,1,2,2,1,3,0,0,15,2,576
2025,12,24,ppr,1,2,3,1,2,0,0,14,2,576
2025,12,24,ppr,1,2,3,1,2,0,0,15,2,576
2025,12,24,ppr,1,2,3,1,3,0,0,14,2,576
2021,14,20,ppr,1,2,3,1,2,0,0,11,2,560
2022,14,20,ppr,1,2,3,1,1,1,1,10,2,560
2023,14,20,ppr,1,2,3,1,1,0,0,12,2,560
2023,14,20,ppr,1,2,3,1,2,0,0,11,2,560
2022,12,23,ppr,1,2,2,1,4,0,0,13,2,552
2023,12,23,ppr,1,2,2,1,4,0,0,13,2,552
2023,12,23,ppr,1,2,3,1,2,0,0,14,2,552
2024,12,23,ppr,1,2,3,1,3,0,0,13,2,552
2025,12,23,half_ppr,1,2,3,1,2,0,0,14,2,552
2025,12,23,ppr,1,2,2,1,3,0,0,14,2,552
2025,12,23,ppr,1,2,3,1,2,0,0,14,2,552
2021,10,27,ppr,1,2,2,1,6,0,0,15,2,540
2022,14,19,ppr,1,2,2,1,2,0,0,11,2,532
2022,14,19,ppr,1,2,3,1,2,1,1,6,2,532
2024,14,19,ppr,1,2,2,1,2,0,0,11,2,532
2024,14,19,ppr,1,2,3,1,2,0,0,10,2,532
2021,12,22,half_ppr,1,2,3,1,2,0,0,13,2,528
2021,12,22,ppr,1,2,2,1,2,0,0,14,2,528
2021,12,22,ppr,1,2,2,2,3,0,0,12,2,528
2021,12,22,ppr,1,2,3,1,2,0,0,13,2,528
2022,12,22,ppr,1,2,2,1,2,0,0,14,2,528
2022,12,22,ppr,1,2,3,1,2,1,0,12,2,528
2023,12,22,half_ppr,1,2,2,1,3,0,0,13,2,528
2023,12,22,half_ppr,1,2,3,1,2,0,0,13,2,528
2024,12,22,half_ppr,1,2,3,1,3,0,0,12,2,528
2024,12,22,ppr,1,1,1,1,5,0,0,13,2,528
2024,12,22,ppr,1,2,2,1,2,0,0,14,2,528
2025,12,22,ppr,1,2,2,1,3,0,0,13,2,528
2025,12,22,ppr,1,2,2,1,4,0,0,12,2,528
2021,10,26,ppr,1,2,2,1,5,0,0,15,2,520
2020,14,18,ppr,1,2,2,1,2,1,1,8,2,504
2021,12,21,ppr,1,2,2,1,3,0,0,12,2,504
2021,14,18,ppr,1,2,3,1,3,0,0,8,2,504
2022,12,21,ppr,1,2,2,1,1,1,1,12,2,504
2022,12,21,ppr,1,2,3,1,2,1,1,10,2,504
2023,12,21,ppr,1,2,2,1,2,0,1,12,2,504
2023,12,21,ppr,1,2,2,1,3,1,1,10,2,504
2023,14,18,ppr,1,2,3,1,3,0,0,8,2,504
2024,12,21,ppr,1,2,2,1,2,0,0,12,2,504
2024,12,21,ppr,1,2,3,1,4,0,0,10,2,504
2025,12,21,ppr,1,2,3,1,4,0,0,10,2,504
2025,14,18,ppr,1,2,2,1,2,0,0,10,2,504
2021,10,25,ppr,1,2,2,1,5,0,0,14,2,500
2022,10,25,half_ppr,1,2,2,1,4,0,0,15,2,500
2024,10,25,ppr,1,2,3,1,3,0,0,15,2,500
2025,10,25,half_ppr,1,2,3,1,4,0,0,14,2,500
2020,12,20,ppr,1,2,2,1,3,0,0,11,2,480
2020,12,20,ppr,1,2,3,1,3,0,0,10,2,480
2021,10,24,ppr,1,2,2,1,5,0,0,13,2,480
2021,12,20,half_ppr,1,2,2,1,3,0,0,11,2,480
2021,12,20,half_ppr,1,2,3,1,2,0,0,11,2,480
2021,12,20,half_ppr,1,2,3,1,3,1,1,8,2,480
2021,12,20,ppr,1,2,2,1,2,1,1,10,2,480
2021,12,20,ppr,1,2,3,1,1,0,0,12,2,480
2021,12,20,ppr,1,2,3,2,2,0,0,10,2,480
2022,10,24,ppr,1,2,3,1,3,0,0,14,2,480
2022,10,24,ppr,1,2,3,1,5,0,0,12,2,480
2022,12,20,ppr,1,2,2,1,3,0,0,10,2,480
2023,12,20,ppr,1,2,2,0,3,0,0,11,2,480
2023,12,20,ppr,1,2,2,1,1,0,0,11,2,480
2023,12,20,ppr,1,2,2,1,4,0,0,10,2,480
2024,10,24,ppr,1,2,2,1,3,0,0,15,2,480
2024,12,20,ppr,1,2,2,1,4,0,0,10,2,480
2025,10,24,ppr,1,2,2,1,4,0,0,14,2,480
2025,12,20,half_ppr,1,2,3,1,1,0,0,12,2,480
2025,12,20,ppr,1,2,2,1,2,1,1,10,2,480
2021,12,20,half_ppr,1,2,3,1,3,0,0,10,2,479
2021,14,17,ppr,1,2,3,1,2,0,0,8,2,476
2024,14,17,ppr,1,2,2,1,2,1,1,7,2,476
2024,14,17,ppr,1,2,3,1,1,1,1,7,2,476
2022,10,23,ppr,1,2,4,1,4,0,0,11,2,460
2023,10,23,half_ppr,1,2,3,1,2,0,0,14,2,460
2023,10,23,ppr,1,2,2,1,4,0,1,12,2,460
2024,10,23,ppr,1,2,3,1,2,0,0,14,2,460
2020,12,19,ppr,1,2,2,1,1,1,1,10,2,456
2020,12,19,ppr,1,2,2,1,2,1,1,9,2,456
2021,12,19,half_ppr,1,2,3,1,2,0,0,10,2,456
2021,12,19,ppr,1,2,2,1,2,0,1,10,2,456
2021,12,19,ppr,1,2,2,1,3,1,1,8,2,456
2022,12,19,ppr,1,1,1,1,5,0,0,10,2,456
2022,12,19,ppr,1,2,2,1,3,1,1,8,2,456
2022,12,19,ppr,1,2,3,1,3,0,0,9,2,456
2023,12,19,ppr,1,2,2,1,3,0,0,10,2,456
2023,12,19,ppr,1,2,2,1,3,1,1,8,2,456
2024,12,19,ppr,1,2,2,1,2,0,0,11,2,456
2024,12,19,ppr,1,2,2,1,4,0,0,9,2,456
2024,12,19,ppr,1,2,3,1,1,0,0,11,2,456
2024,12,19,ppr,1,2,3,1,5,0,0,7,2,456
2025,12,19,half_ppr,1,2,2,1,3,0,0,10,2,456
2021,14,16,half_ppr,1,2,2,1,2,1,1,6,2,448
2021,14,16,ppr,1,2,2,1,3,0,0,7,2,448
2021,14,16,ppr,1,2,3,1,2,1,1,5,2,448
2022,14,16,half_ppr,1,2,2,1,3,0,0,7,2,448
2022,14,16,ppr,1,2,2,1,2,0,0,8,2,448
2022,14,16,ppr,1,2,3,1,1,1,1,6,2,448
2024,14,16,ppr,1,2,2,1,1,1,1,7,2,448
2025,14,16,ppr,1,2,2,1,1,1,1,7,2,448
2023,10,22,ppr,1,2,2,1,2,0,0,14,2,440
2023,10,22,ppr,1,2,2,1,5,0,0,11,2,440
2024,10,22,half_ppr,1,2,2,1,3,0,0,13,2,440
2024,10,22,half_ppr,1,2,2,1,3,1,0,12,2,440
2020,12,18,half_ppr,1,2,2,1,4,0,0,8,2,432
2020,12,18,ppr,1,2,2,1,2,0,0,10,2,432
2020,12,18,ppr,1,2,2,1,3,1,1,7,2,432
2020,12,18,ppr,1,2,2,1,4,0,0,8,2,432
2020,12,18,ppr,1,2,3,1,1,1,1,8,2,432
2020,12,18,ppr,1,2,3,1,2,0,1,8,2,432
2020,12,18,ppr,1,2,3,1,2,1,1,7,2,432
2021,12,18,ppr,1,2,2,1,1,1,1,9,2,432
2021,12,18,ppr,1,2,3,1,2,1,1,7,2,432
2022,12,18,half_ppr,1,2,2,1,2,1,1,8,2,432
2022,12,18,half_ppr,1,2,3,1,2,0,0,9,2,432
2022,12,18,ppr,1,2,2,1,2,0,1,9,2,432
2022,12,18,ppr,1,2,2,1,4,0,0,8,2,432
2022,12,18,ppr,1,2,3,1,2,1,1,7,2,432
2023,12,18,half_ppr,1,2,2,1,2,1,1,8,2,432
2023,12,18,ppr,1,2,2,1,1,0,0,10,2,432
2023,12,18,ppr,1,2,2,1,4,0,0,8,2,432
2023,12,18,ppr,1,2,3,1,3,0,1,7,2,432
2024,12,18,half_ppr,1,2,2,1,2,1,1,8,2,432
2025,12,18,half_ppr,1,2,3,1,2,0,0,9,2,432
2025,12,18,ppr,1,2,3,1,3,0,0,8,2,432
2020,14,15,half_ppr,1,2,2,1,2,0,1,6,2,420
2020,14,15,ppr,1,2,3,1,1,0,0,7,2,420
2021,10,21,ppr,1,2,2,1,3,0,0,12,2,420
2021,10,21,ppr,1,2,3,1,2,1,1,0,2,420
2021,10,21,ppr,1,3,3,1,3,0,0,10,2,420
2021,14,15,half_ppr,1,2,2,1,1,1,1,6,2,420
2021,14,15,half_ppr,1,2,2,1,2,0,1,6,2,420
2021,14,15,ppr,1,2,2,1,1,1,1,6,2,420
2022,14,15,half_ppr,1,2,2,1,2,0,1,6,2,420
2022,14,15,half_ppr,1,2,3,1,1,1,1,5,2,420
2024,14,15,half_ppr,1,2,2,1,2,1,1,5,2,420
2024,14,15,ppr,1,2,2,1,3,0,0,6,2,420
2020,12,17,half_ppr,1,2,2,1,2,0,0,9,2,408
2020,12,17,ppr,1,2,2,1,1,1,1,8,2,408
2020,12,17,ppr,1,2,2,1,2,0,0,7,2,408
2020,12,17,ppr,1,2,2,1,3,0,0,8,2,408
2020,12,17,ppr,1,2,2,1,4,0,0,7,2,408
2020,12,17,ppr,1,2,3,1,2,0,1,7,2,408
2020,12,17,ppr,1,2,3,1,3,0,1,6,2,408
2021,12,17,half_ppr,1,2,2,1,2,0,1,8,2,408
2021,12,17,half_ppr,1,2,2,1,2,1,1,7,2,408
2021,12,17,ppr,1,2,2,1,1,1,1,8,2,408
2021,12,17,ppr,1,2,2,1,2,0,1,8,2,408
2021,12,17,ppr,1,2,2,1,3,1,1,6,2,408
2021,12,17,ppr,1,2,3,1,1,0,0,9,2,408
2021,12,17,ppr,1,2,3,1,1,1,1,7,2,408
2022,12,17,half_ppr,1,1,2,1,5,0,1,6,2,408
2022,12,17,half_ppr,1,2,3,1,1,1,1,7,2,408
2022,12,17,half_ppr,1,2,3,1,2,0,0,8,2,408
2022,12,17,half_ppr,1,2,4,1,2,0,0,7,2,408
2022,12,17,ppr,1,2,2,1,2,0,0,9,2,408
2022,12,17,ppr,1,2,2,1,2,0,1,8,2,408
2022,12,17,ppr,1,2,2,1,3,1,0,7,2,408
2022,12,17,std,1,2,3,1,3,0,0,7,2,408
2023,12,17,half_ppr,1,2,2,1,1,1,1,8,2,408
2023,12,17,ppr,1,2,2,1,2,0,1,8,2,408
2023,12,17,ppr,1,2,2,1,4,0,0,7,2,408
2024,12,17,half_ppr,1,2,3,1,2,0,0,8,2,408
2024,12,17,ppr,1,2,2,1,2,0,1,8,2,408
2024,12,17,ppr,1,2,2,1,4,0,0,7,2,408
2024,12,17,ppr,1,2,3,1,1,1,1,7,2,408
2025,12,17,half_ppr,1,2,3,1,2,0,0,8,2,408
2025,12,17,ppr,1,2,2,1,1,1,1,8,2,408
2025,12,17,ppr,1,2,2,1,3,0,1,7,2,408
2025,12,17,ppr,1,2,3,1,3,0,0,7,2,408
2025,12,17,std,1,2,3,1,2,1,1,6,2,408
2020,12,17,half_ppr,1,2,2,1,2,0,1,8,2,405
2020,10,20,half_ppr,1,2,2,1,2,1,1,10,2,400
2021,10,20,half_ppr,1,2,2,1,2,0,0,12,2,400
2021,10,20,ppr,1,2,2,1,2,0,1,11,2,400
2022,10,20,half_ppr,1,2,2,1,2,0,0,12,2,400
2022,10,20,ppr,1,1,1,0,6,0,0,11,2,400
2022,10,20,ppr,1,2,2,1,3,0,0,11,2,400
2022,10,20,std,1,2,3,1,1,0,0,10,2,400
2023,10,20,half_ppr,1,2,3,1,1,0,0,12,2,400
2023,10,20,ppr,1,2,2,1,4,1,1,8,2,400
2023,10,20,ppr,1,2,3,1,2,0,0,11,2,400
2024,10,20,half_ppr,1,2,3,1,1,0,0,12,2,400
2024,10,20,ppr,1,2,2,1,2,1,1,10,2,400
2024,10,20,ppr,1,2,2,1,3,0,1,10,2,400
2024,10,20,ppr,1,2,3,1,1,0,0,12,2,400
2025,10,20,half_ppr,1,2,3,1,2,0,0,11,2,400
2025,10,20,ppr,1,2,2,1,3,0,0,11,2,400
2020,14,14,half_ppr,1,2,2,0,2,1,1,5,2,392
2020,14,14,half_ppr,1,2,2,1,1,1,1,5,2,392
2020,14,14,ppr,1,2,2,1,1,1,1,5,2,392
2021,14,14,half_ppr,1,2,2,1,1,1,1,5,2,392
2021,14,14,ppr,1,2,2,1,3,0,0,5,2,392
2022,14,14,half_ppr,1,2,2,1,1,1,1,5,2,392
2023,14,14,ppr,1,2,2,1,2,0,1,5,2,392
2024,14,14,half_ppr,1,2,3,1,2,0,0,5,2,392
2024,14,14,ppr,1,2,2,1,2,0,0,6,2,392
2025,14,14,ppr,1,2,2,1,1,1,1,5,2,392
2025,14,14,ppr,1,2,2,1,3,0,0,5,2,392
2020,12,16,half_ppr,1,2,2,1,3,0,1,6,2,384
2020,12,16,ppr,1,2,3,1,1,0,0,6,2,384
2020,12,16,ppr,1,2,3,1,2,1,1,5,2,384
2020,12,16,std,1,2,2,1,1,1,1,7,2,384
2021,12,16,half_ppr,1,2,2,1,1,0,1,7,2,384
2021,12,16,half_ppr,1,2,2,1,2,0,1,7,2,384
2021,12,16,half_ppr,1,2,2,1,3,0,1,6,2,384
2021,12,16,half_ppr,1,2,3,1,2,0,0,7,2,384
2021,12,16,ppr,1,2,2,1,3,1,1,5,2,384
2021,12,16,ppr,1,2,2,1,4,0,0,6,2,384
2022,12,16,half_ppr,1,2,2,1,3,0,1,6,2,384
2022,12,16,half_ppr,1,2,3,1,2,0,0,7,2,384
2022,12,16,ppr,1,2,2,1,2,1,1,5,2,384
2022,12,16,ppr,1,2,3,1,1,0,1,7,2,384
